fare_product_id,fare_product_name,amount,currency,duration_start,duration_amount,duration_unit,duration_type,rider_category_id,fare_media_id
BA:matrix:mtc:fruitvale-mtc:montgomery-bart,generated,4.80,USD,,,,,adult,clipper
BA:matrix:mtc:fruitvale-mtc:powell,generated,4.80,USD,,,,,adult,clipper
BA:matrix:mtc:fruitvale-mtc:civic-center-bart,generated,4.80,USD,,,,,adult,clipper
BA:matrix:mtc:fruitvale-901509,generated,5.05,USD,,,,,adult,clipper
BA:matrix:mtc:fruitvale-901609,generated,5.15,USD,,,,,adult,clipper
BA:matrix:mtc:fruitvale-901709,generated,5.30,USD,,,,,adult,clipper
BA:matrix:mtc:fruitvale-901809,generated,5.40,USD,,,,,adult,clipper
BA:matrix:mtc:fruitvale-mtc:daly-city-bart,generated,5.60,USD,,,,,adult,clipper
BA:matrix:mtc:fruitvale-mtc:oak,generated,9.90,USD,,,,,adult,clipper
BA:matrix:mtc:fruitvale-mtc:warm-springs-south-fremont-bart,generated,5.70,USD,,,,,adult,clipper
BA:matrix:mtc:fruitvale-mtc:great-mall-milpitas-bart,generated,6.60,USD,,,,,adult,clipper
BA:matrix:mtc:fruitvale-909509,generated,6.90,USD,,,,,adult,clipper
BA:matrix:mtc:fruitvale-908209,generated,6.30,USD,,,,,adult,clipper
BA:matrix:mtc:fruitvale-908309,generated,7.10,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-906209,generated,6.00,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-906309,generated,6.35,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-mtc:sfo,generated,12.10,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-mtc:millbrae-bart,generated,6.75,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-905209,generated,4.70,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-mtc:richmond-bart-amtrak,generated,4.25,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-mtc:el-cerrito-del-norte-bart,generated,3.95,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-904409,generated,3.75,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-904309,generated,3.40,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-904209,generated,3.20,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-904109,generated,3.05,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-mtc:macarthur-bart,generated,2.75,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-mtc:19th-st-oakland-bart,generated,2.40,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-mtc:12th-st-oakland-city-center-bart,generated,2.40,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-902109,generated,2.40,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-mtc:fruitvale,generated,2.40,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-902409,generated,2.40,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-902509,generated,2.40,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-902609,generated,3.15,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-902709,generated,3.75,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-mtc:union-city-bart,generated,4.50,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-902909,generated,4.95,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-905109,generated,3.15,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-mtc:dublin-pleasanton-bart,generated,4.90,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-903809,generated,6.35,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-903709,generated,5.70,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-906109,generated,5.80,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-903609,generated,5.45,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-mtc:pleasant-hill-bart,generated,4.95,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-mtc:walnut-creek-bart,generated,4.75,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-903309,generated,4.30,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-903209,generated,3.85,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-903109,generated,2.85,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-901109,generated,2.70,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-mtc:embarcadero-bart,generated,5.20,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-mtc:montgomery-bart,generated,5.20,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-mtc:powell,generated,5.20,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-mtc:civic-center-bart,generated,5.20,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-901509,generated,5.35,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-901609,generated,5.40,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-901709,generated,5.55,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-901809,generated,5.65,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-mtc:daly-city-bart,generated,5.80,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-mtc:oak,generated,7.45,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-mtc:warm-springs-south-fremont-bart,generated,5.45,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-mtc:great-mall-milpitas-bart,generated,6.35,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-909509,generated,6.65,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-908209,generated,6.55,USD,,,,,adult,clipper
BA:matrix:mtc:oakland-coliseum-bart-908309,generated,7.30,USD,,,,,adult,clipper
BA:matrix:902409-906209,generated,6.35,USD,,,,,adult,clipper
BA:matrix:902409-906309,generated,6.70,USD,,,,,adult,clipper
BA:matrix:902409-mtc:sfo,generated,12.45,USD,,,,,adult,clipper
BA:matrix:902409-mtc:millbrae-bart,generated,7.10,USD,,,,,adult,clipper
BA:matrix:902409-905209,generated,4.35,USD,,,,,adult,clipper
BA:matrix:902409-mtc:richmond-bart-amtrak,generated,4.60,USD,,,,,adult,clipper
BA:matrix:902409-mtc:el-cerrito-del-norte-bart,generated,4.35,USD,,,,,adult,clipper
BA:matrix:902409-904409,generated,4.15,USD,,,,,adult,clipper
BA:matrix:902409-904309,generated,3.90,USD,,,,,adult,clipper
BA:matrix:902409-904209,generated,3.80,USD,,,,,adult,clipper
BA:matrix:902409-904109,generated,3.60,USD,,,,,adult,clipper
BA:matrix:902409-mtc:macarthur-bart,generated,3.35,USD,,,,,adult,clipper
BA:matrix:902409-mtc:19th-st-oakland-bart,generated,3.10,USD,,,,,adult,clipper
BA:matrix:902409-mtc:12th-st-oakland-city-center-bart,generated,3.10,USD,,,,,adult,clipper
BA:matrix:902409-902109,generated,3.10,USD,,,,,adult,clipper
BA:matrix:902409-mtc:fruitvale,generated,2.40,USD,,,,,adult,clipper
BA:matrix:902409-mtc:oakland-coliseum-bart,generated,2.40,USD,,,,,adult,clipper
BA:matrix:902409-902509,generated,2.40,USD,,,,,adult,clipper
BA:matrix:902409-902609,generated,2.40,USD,,,,,adult,clipper
BA:matrix:902409-902709,generated,3.15,USD,,,,,adult,clipper
BA:matrix:902409-mtc:union-city-bart,generated,4.05,USD,,,,,adult,clipper
BA:matrix:902409-902909,generated,4.55,USD,,,,,adult,clipper
BA:matrix:902409-905109,generated,2.40,USD,,,,,adult,clipper
BA:matrix:902409-mtc:dublin-pleasanton-bart,generated,4.55,USD,,,,,adult,clipper
BA:matrix:902409-903809,generated,6.70,USD,,,,,adult,clipper
BA:matrix:902409-903709,generated,6.05,USD,,,,,adult,clipper
BA:matrix:902409-906109,generated,6.15,USD,,,,,adult,clipper
BA:matrix:902409-903609,generated,5.80,USD,,,,,adult,clipper
BA:matrix:902409-mtc:pleasant-hill-bart,generated,5.30,USD,,,,,adult,clipper
BA:matrix:902409-mtc:walnut-creek-bart,generated,5.10,USD,,,,,adult,clipper
BA:matrix:902409-903309,generated,4.70,USD,,,,,adult,clipper
BA:matrix:902409-903209,generated,4.20,USD,,,,,adult,clipper
BA:matrix:902409-903109,generated,3.40,USD,,,,,adult,clipper
BA:matrix:902409-901109,generated,3.30,USD,,,,,adult,clipper
BA:matrix:902409-mtc:embarcadero-bart,generated,5.60,USD,,,,,adult,clipper
BA:matrix:902409-mtc:montgomery-bart,generated,5.60,USD,,,,,adult,clipper
BA:matrix:902409-mtc:powell,generated,5.60,USD,,,,,adult,clipper
BA:matrix:902409-mtc:civic-center-bart,generated,5.60,USD,,,,,adult,clipper
BA:matrix:902409-901509,generated,5.70,USD,,,,,adult,clipper
BA:matrix:902409-901609,generated,5.75,USD,,,,,adult,clipper
BA:matrix:902409-901709,generated,5.95,USD,,,,,adult,clipper
BA:matrix:902409-901809,generated,6.05,USD,,,,,adult,clipper
BA:matrix:902409-mtc:daly-city-bart,generated,6.15,USD,,,,,adult,clipper
BA:matrix:902409-mtc:oak,generated,9.90,USD,,,,,adult,clipper
BA:matrix:902409-mtc:warm-springs-south-fremont-bart,generated,5.10,USD,,,,,adult,clipper
BA:matrix:902409-mtc:great-mall-milpitas-bart,generated,6.00,USD,,,,,adult,clipper
BA:matrix:902409-909509,generated,6.30,USD,,,,,adult,clipper
BA:matrix:902409-908209,generated,6.90,USD,,,,,adult,clipper
BA:matrix:902409-908309,generated,7.70,USD,,,,,adult,clipper
BA:matrix:902509-906209,generated,6.65,USD,,,,,adult,clipper
BA:matrix:902509-906309,generated,7.00,USD,,,,,adult,clipper
BA:matrix:902509-mtc:sfo,generated,12.75,USD,,,,,adult,clipper
BA:matrix:902509-mtc:millbrae-bart,generated,7.40,USD,,,,,adult,clipper
BA:matrix:902509-905209,generated,2.40,USD,,,,,adult,clipper
BA:matrix:902509-mtc:richmond-bart-amtrak,generated,4.90,USD,,,,,adult,clipper
BA:matrix:902509-mtc:el-cerrito-del-norte-bart,generated,4.60,USD,,,,,adult,clipper
BA:matrix:902509-904409,generated,4.40,USD,,,,,adult,clipper
BA:matrix:902509-904309,generated,4.20,USD,,,,,adult,clipper
BA:matrix:902509-904209,generated,4.15,USD,,,,,adult,clipper
BA:matrix:902509-904109,generated,4.00,USD,,,,,adult,clipper
BA:matrix:902509-mtc:macarthur-bart,generated,3.80,USD,,,,,adult,clipper
BA:matrix:902509-mtc:19th-st-oakland-bart,generated,3.55,USD,,,,,adult,clipper
BA:matrix:902509-mtc:12th-st-oakland-city-center-bart,generated,3.55,USD,,,,,adult,clipper
BA:matrix:902509-902109,generated,3.55,USD,,,,,adult,clipper
BA:matrix:902509-mtc:fruitvale,generated,3.00,USD,,,,,adult,clipper
BA:matrix:902509-mtc:oakland-coliseum-bart,generated,2.40,USD,,,,,adult,clipper
BA:matrix:902509-902409,generated,2.40,USD,,,,,adult,clipper
BA:matrix:902509-902609,generated,2.40,USD,,,,,adult,clipper
BA:matrix:902509-902709,generated,2.40,USD,,,,,adult,clipper
BA:matrix:902509-mtc:union-city-bart,generated,2.40,USD,,,,,adult,clipper
BA:matrix:902509-902909,generated,2.40,USD,,,,,adult,clipper
BA:matrix:902509-905109,generated,2.40,USD,,,,,adult,clipper
BA:matrix:902509-mtc:dublin-pleasanton-bart,generated,2.40,USD,,,,,adult,clipper
BA:matrix:902509-903809,generated,7.00,USD,,,,,adult,clipper
BA:matrix:902509-903709,generated,6.35,USD,,,,,adult,clipper
BA:matrix:902509-906109,generated,6.45,USD,,,,,adult,clipper
BA:matrix:902509-903609,generated,6.10,USD,,,,,adult,clipper
BA:matrix:902509-mtc:pleasant-hill-bart,generated,5.60,USD,,,,,adult,clipper
BA:matrix:902509-mtc:walnut-creek-bart,generated,5.40,USD,,,,,adult,clipper
BA:matrix:902509-903309,generated,4.95,USD,,,,,adult,clipper
BA:matrix:902509-903209,generated,4.50,USD,,,,,adult,clipper
BA:matrix:902509-903109,generated,3.80,USD,,,,,adult,clipper
BA:matrix:902509-901109,generated,3.75,USD,,,,,adult,clipper
BA:matrix:902509-mtc:embarcadero-bart,generated,5.90,USD,,,,,adult,clipper
BA:matrix:902509-mtc:montgomery-bart,generated,5.90,USD,,,,,adult,clipper
BA:matrix:902509-mtc:powell,generated,5.90,USD,,,,,adult,clipper
BA:matrix:902509-mtc:civic-center-bart,generated,5.90,USD,,,,,adult,clipper
BA:matrix:902509-901509,generated,6.00,USD,,,,,adult,clipper
BA:matrix:902509-901609,generated,6.05,USD,,,,,adult,clipper
BA:matrix:902509-901709,generated,6.25,USD,,,,,adult,clipper
BA:matrix:902509-901809,generated,6.30,USD,,,,,adult,clipper
BA:matrix:902509-mtc:daly-city-bart,generated,6.45,USD,,,,,adult,clipper
BA:matrix:902509-mtc:oak,generated,9.90,USD,,,,,adult,clipper
BA:matrix:902509-mtc:warm-springs-south-fremont-bart,generated,4.80,USD,,,,,adult,clipper
BA:matrix:902509-mtc:great-mall-milpitas-bart,generated,5.70,USD,,,,,adult,clipper
BA:matrix:902509-909509,generated,6.00,USD,,,,,adult,clipper
BA:matrix:902509-908209,generated,7.20,USD,,,,,adult,clipper
BA:matrix:902509-908309,generated,7.95,USD,,,,,adult,clipper
BA:matrix:902609-906209,generated,7.00,USD,,,,,adult,clipper
BA:matrix:902609-906309,generated,7.35,USD,,,,,adult,clipper
BA:matrix:902609-mtc:sfo,generated,13.10,USD,,,,,adult,clipper
BA:matrix:902609-mtc:millbrae-bart,generated,7.75,USD,,,,,adult,clipper
BA:matrix:902609-905209,generated,4.40,USD,,,,,adult,clipper
BA:matrix:902609-mtc:richmond-bart-amtrak,generated,5.20,USD,,,,,adult,clipper
BA:matrix:902609-mtc:el-cerrito-del-norte-bart,generated,5.00,USD,,,,,adult,clipper
BA:matrix:902609-904409,generated,4.80,USD,,,,,adult,clipper
BA:matrix:902609-904309,generated,4.55,USD,,,,,adult,clipper
BA:matrix:902609-904209,generated,4.45,USD,,,,,adult,clipper
BA:matrix:902609-904109,generated,4.35,USD,,,,,adult,clipper
BA:matrix:902609-mtc:macarthur-bart,generated,4.20,USD,,,,,adult,clipper
BA:matrix:902609-mtc:19th-st-oakland-bart,generated,4.10,USD,,,,,adult,clipper
BA:matrix:902609-mtc:12th-st-oakland-city-center-bart,generated,4.10,USD,,,,,adult,clipper
BA:matrix:902609-902109,generated,4.10,USD,,,,,adult,clipper
BA:matrix:902609-mtc:fruitvale,generated,3.55,USD,,,,,adult,clipper
BA:matrix:902609-mtc:oakland-coliseum-bart,generated,3.15,USD,,,,,adult,clipper
BA:matrix:902609-902409,generated,2.40,USD,,,,,adult,clipper
BA:matrix:902609-902509,generated,2.40,USD,,,,,adult,clipper
BA:matrix:902609-902709,generated,2.40,USD,,,,,adult,clipper
BA:matrix:902609-mtc:union-city-bart,generated,2.40,USD,,,,,adult,clipper
BA:matrix:902609-902909,generated,2.40,USD,,,,,adult,clipper
BA:matrix:902609-905109,generated,2.40,USD,,,,,adult,clipper
BA:matrix:902609-mtc:dublin-pleasanton-bart,generated,4.60,USD,,,,,adult,clipper
BA:matrix:902609-903809,generated,7.35,USD,,,,,adult,clipper
BA:matrix:902609-903709,generated,6.70,USD,,,,,adult,clipper
BA:matrix:902609-906109,generated,6.80,USD,,,,,adult,clipper
BA:matrix:902609-903609,generated,6.45,USD,,,,,adult,clipper
BA:matrix:902609-mtc:pleasant-hill-bart,generated,5.95,USD,,,,,adult,clipper
BA:matrix:902609-mtc:walnut-creek-bart,generated,5.75,USD,,,,,adult,clipper
BA:matrix:902609-903309,generated,5.30,USD,,,,,adult,clipper
BA:matrix:902609-903209,generated,4.85,USD,,,,,adult,clipper
BA:matrix:902609-903109,generated,4.20,USD,,,,,adult,clipper
BA:matrix:902609-901109,generated,4.20,USD,,,,,adult,clipper
BA:matrix:902609-mtc:embarcadero-bart,generated,6.25,USD,,,,,adult,clipper
BA:matrix:902609-mtc:montgomery-bart,generated,6.25,USD,,,,,adult,clipper
BA:matrix:902609-mtc:powell,generated,6.25,USD,,,,,adult,clipper
BA:matrix:902609-mtc:civic-center-bart,generated,6.25,USD,,,,,adult,clipper
BA:matrix:902609-901509,generated,6.35,USD,,,,,adult,clipper
BA:matrix:902609-901609,generated,6.40,USD,,,,,adult,clipper
BA:matrix:902609-901709,generated,6.55,USD,,,,,adult,clipper
BA:matrix:902609-901809,generated,6.65,USD,,,,,adult,clipper
BA:matrix:902609-mtc:daly-city-bart,generated,6.80,USD,,,,,adult,clipper
BA:matrix:902609-mtc:oak,generated,10.65,USD,,,,,adult,clipper
BA:matrix:902609-mtc:warm-springs-south-fremont-bart,generated,4.45,USD,,,,,adult,clipper
BA:matrix:902609-mtc:great-mall-milpitas-bart,generated,5.35,USD,,,,,adult,clipper
BA:matrix:902609-909509,generated,5.65,USD,,,,,adult,clipper
BA:matrix:902609-908209,generated,7.55,USD,,,,,adult,clipper
BA:matrix:902609-908309,generated,8.30,USD,,,,,adult,clipper
BA:matrix:902709-906209,generated,7.40,USD,,,,,adult,clipper
BA:matrix:902709-906309,generated,7.70,USD,,,,,adult,clipper
BA:matrix:902709-mtc:sfo,generated,13.45,USD,,,,,adult,clipper
BA:matrix:902709-mtc:millbrae-bart,generated,8.10,USD,,,,,adult,clipper
BA:matrix:902709-905209,generated,4.75,USD,,,,,adult,clipper
BA:matrix:902709-mtc:richmond-bart-amtrak,generated,5.60,USD,,,,,adult,clipper
BA:matrix:902709-mtc:el-cerrito-del-norte-bart,generated,5.35,USD,,,,,adult,clipper
BA:matrix:902709-904409,generated,5.15,USD,,,,,adult,clipper
BA:matrix:902709-904309,generated,4.90,USD,,,,,adult,clipper
BA:matrix:902709-904209,generated,4.85,USD,,,,,adult,clipper
BA:matrix:902709-904109,generated,4.75,USD,,,,,adult,clipper
BA:matrix:902709-mtc:macarthur-bart,generated,4.55,USD,,,,,adult,clipper
BA:matrix:902709-mtc:19th-st-oakland-bart,generated,4.45,USD,,,,,adult,clipper
BA:matrix:902709-mtc:12th-st-oakland-city-center-bart,generated,4.45,USD,,,,,adult,clipper
BA:matrix:902709-902109,generated,4.45,USD,,,,,adult,clipper
BA:matrix:902709-mtc:fruitvale,generated,4.10,USD,,,,,adult,clipper
BA:matrix:902709-mtc:oakland-coliseum-bart,generated,3.75,USD,,,,,adult,clipper
BA:matrix:902709-902409,generated,3.15,USD,,,,,adult,clipper
BA:matrix:902709-902509,generated,2.40,USD,,,,,adult,clipper
BA:matrix:902709-902609,generated,2.40,USD,,,,,adult,clipper
BA:matrix:902709-mtc:union-city-bart,generated,2.40,USD,,,,,adult,clipper
BA:matrix:902709-902909,generated,2.40,USD,,,,,adult,clipper
BA:matrix:902709-905109,generated,3.25,USD,,,,,adult,clipper
BA:matrix:902709-mtc:dublin-pleasanton-bart,generated,4.95,USD,,,,,adult,clipper
BA:matrix:902709-903809,generated,7.70,USD,,,,,adult,clipper
BA:matrix:902709-903709,generated,7.05,USD,,,,,adult,clipper
BA:matrix:902709-906109,generated,7.15,USD,,,,,adult,clipper
BA:matrix:902709-903609,generated,6.80,USD,,,,,adult,clipper
BA:matrix:902709-mtc:pleasant-hill-bart,generated,6.30,USD,,,,,adult,clipper
BA:matrix:902709-mtc:walnut-creek-bart,generated,6.15,USD,,,,,adult,clipper
BA:matrix:902709-903309,generated,5.70,USD,,,,,adult,clipper
BA:matrix:902709-903209,generated,5.20,USD,,,,,adult,clipper
BA:matrix:902709-903109,generated,4.55,USD,,,,,adult,clipper
BA:matrix:902709-901109,generated,4.60,USD,,,,,adult,clipper
BA:matrix:902709-mtc:embarcadero-bart,generated,6.60,USD,,,,,adult,clipper
BA:matrix:902709-mtc:montgomery-bart,generated,6.60,USD,,,,,adult,clipper
BA:matrix:902709-mtc:powell,generated,6.60,USD,,,,,adult,clipper
BA:matrix:902709-mtc:civic-center-bart,generated,6.60,USD,,,,,adult,clipper
BA:matrix:902709-901509,generated,6.70,USD,,,,,adult,clipper
BA:matrix:902709-901609,generated,6.75,USD,,,,,adult,clipper
BA:matrix:902709-901709,generated,6.95,USD,,,,,adult,clipper
BA:matrix:902709-901809,generated,7.00,USD,,,,,adult,clipper
BA:matrix:902709-mtc:daly-city-bart,generated,7.20,USD,,,,,adult,clipper
BA:matrix:902709-mtc:oak,generated,11.20,USD,,,,,adult,clipper
BA:matrix:902709-mtc:warm-springs-south-fremont-bart,generated,2.40,USD,,,,,adult,clipper
BA:matrix:902709-mtc:great-mall-milpitas-bart,generated,5.00,USD,,,,,adult,clipper
BA:matrix:902709-909509,generated,5.30,USD,,,,,adult,clipper
BA:matrix:902709-908209,generated,7.90,USD,,,,,adult,clipper
BA:matrix:902709-908309,generated,8.70,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-906209,generated,8.00,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-906309,generated,8.30,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-mtc:sfo,generated,14.05,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-mtc:millbrae-bart,generated,8.70,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-905209,generated,5.35,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-mtc:richmond-bart-amtrak,generated,6.20,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-mtc:el-cerrito-del-norte-bart,generated,5.95,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-904409,generated,5.75,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-904309,generated,5.50,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-904209,generated,5.45,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-904109,generated,5.35,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-mtc:macarthur-bart,generated,5.20,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-mtc:19th-st-oakland-bart,generated,5.05,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-mtc:12th-st-oakland-city-center-bart,generated,5.05,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-902109,generated,5.05,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-mtc:fruitvale,generated,4.75,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-mtc:oakland-coliseum-bart,generated,4.50,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-902409,generated,4.05,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-902509,generated,2.40,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-902609,generated,2.40,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-902709,generated,2.40,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-902909,generated,2.40,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-905109,generated,4.15,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-mtc:dublin-pleasanton-bart,generated,5.55,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-903809,generated,8.30,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-903709,generated,7.65,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-906109,generated,7.75,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-903609,generated,7.45,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-mtc:pleasant-hill-bart,generated,6.90,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-mtc:walnut-creek-bart,generated,6.75,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-903309,generated,6.30,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-903209,generated,5.80,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-903109,generated,5.20,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-901109,generated,5.20,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-mtc:embarcadero-bart,generated,7.20,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-mtc:montgomery-bart,generated,7.20,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-mtc:powell,generated,7.20,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-mtc:civic-center-bart,generated,7.20,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-901509,generated,7.30,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-901609,generated,7.35,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-901709,generated,7.55,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-901809,generated,7.65,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-mtc:daly-city-bart,generated,7.80,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-mtc:oak,generated,12.00,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-mtc:warm-springs-south-fremont-bart,generated,2.40,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-mtc:great-mall-milpitas-bart,generated,4.40,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-909509,generated,4.70,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-908209,generated,8.50,USD,,,,,adult,clipper
BA:matrix:mtc:union-city-bart-908309,generated,9.30,USD,,,,,adult,clipper
BA:matrix:902909-906209,generated,8.40,USD,,,,,adult,clipper
BA:matrix:902909-906309,generated,8.75,USD,,,,,adult,clipper
BA:matrix:902909-mtc:sfo,generated,14.50,USD,,,,,adult,clipper
BA:matrix:902909-mtc:millbrae-bart,generated,9.15,USD,,,,,adult,clipper
BA:matrix:902909-905209,generated,5.80,USD,,,,,adult,clipper
BA:matrix:902909-mtc:richmond-bart-amtrak,generated,6.65,USD,,,,,adult,clipper
BA:matrix:902909-mtc:el-cerrito-del-norte-bart,generated,6.40,USD,,,,,adult,clipper
BA:matrix:902909-904409,generated,6.15,USD,,,,,adult,clipper
BA:matrix:902909-904309,generated,5.95,USD,,,,,adult,clipper
BA:matrix:902909-904209,generated,5.85,USD,,,,,adult,clipper
BA:matrix:902909-904109,generated,5.75,USD,,,,,adult,clipper
BA:matrix:902909-mtc:macarthur-bart,generated,5.60,USD,,,,,adult,clipper
BA:matrix:902909-mtc:19th-st-oakland-bart,generated,5.50,USD,,,,,adult,clipper
BA:matrix:902909-mtc:12th-st-oakland-city-center-bart,generated,5.50,USD,,,,,adult,clipper
BA:matrix:902909-902109,generated,5.50,USD,,,,,adult,clipper
BA:matrix:902909-mtc:fruitvale,generated,5.15,USD,,,,,adult,clipper
BA:matrix:902909-mtc:oakland-coliseum-bart,generated,4.95,USD,,,,,adult,clipper
BA:matrix:902909-902409,generated,4.55,USD,,,,,adult,clipper
BA:matrix:902909-902509,generated,2.40,USD,,,,,adult,clipper
BA:matrix:902909-902609,generated,2.40,USD,,,,,adult,clipper
BA:matrix:902909-902709,generated,2.40,USD,,,,,adult,clipper
BA:matrix:902909-mtc:union-city-bart,generated,2.40,USD,,,,,adult,clipper
BA:matrix:902909-905109,generated,4.60,USD,,,,,adult,clipper
BA:matrix:902909-mtc:dublin-pleasanton-bart,generated,6.00,USD,,,,,adult,clipper
